user_id,home_country,avg_txn_amount,preferred_channel,account_age_days
U100567,IN,150.23,CARD_PRESENT,2459
U100568,IN,85.8,UPI_WALLET,1376
U100569,IN,27.13,CARD_PRESENT,1257
U100570,IN,49.95,CARD_NOT_PRESENT,1166
U100571,AE,37.11,CARD_PRESENT,939
U100572,IN,47.83,CARD_PRESENT,1100
U100573,GB,19.66,CARD_PRESENT,1151
U100574,SG,204.78,CARD_NOT_PRESENT,1909
U100575,IN,40.97,UPI_WALLET,115
U100576,SG,88.82,CARD_PRESENT,1252
U100577,US,117.5,UPI_WALLET,1373
U100578,SG,175.92,CARD_NOT_PRESENT,1883
U100579,IN,90.93,CARD_NOT_PRESENT,1665
U100580,IN,73.32,CARD_NOT_PRESENT,1080
U100581,IN,93.56,CARD_PRESENT,274
U100582,IN,39.62,UPI_WALLET,930
U100583,IN,42.13,UPI_WALLET,639
U100584,NG,72.12,UPI_WALLET,511
U100585,US,14.46,CARD_PRESENT,1803
U100586,IN,53.87,UPI_WALLET,1195
U100587,IN,62.9,CARD_PRESENT,1984
U100588,IN,270.15,CARD_NOT_PRESENT,346
U100589,IN,190.51,CARD_PRESENT,2464
U100590,NG,117.22,CARD_PRESENT,1183
U100591,IN,152.65,CARD_NOT_PRESENT,633
U100592,IN,41.86,UPI_WALLET,907
U100593,US,95.28,CARD_PRESENT,2103
U100594,IN,140.67,CARD_NOT_PRESENT,1775
U100595,IN,42.15,CARD_NOT_PRESENT,431
U100596,GB,28.03,WIRE_TRANSFER,2475
U100597,US,109.16,UPI_WALLET,328
U100598,BR,30.61,CARD_PRESENT,689
U100599,US,124.36,CARD_PRESENT,1823
U100600,IN,174.01,CARD_NOT_PRESENT,1324
U100601,GB,43.19,CARD_PRESENT,1115
U100602,SG,45.77,WIRE_TRANSFER,2315
U100603,GB,170.76,WIRE_TRANSFER,1985
U100604,RU,91.27,WIRE_TRANSFER,2405
U100605,AE,156.46,CARD_PRESENT,707
U100606,SG,74.0,UPI_WALLET,2126
U100607,IN,77.96,UPI_WALLET,533
U100608,GB,89.65,CARD_PRESENT,2014
U100609,IN,236.34,CARD_PRESENT,1372
U100610,US,148.7,CARD_PRESENT,1495
U100611,US,52.57,CARD_NOT_PRESENT,289
U100612,RU,99.97,WIRE_TRANSFER,2198
U100613,BR,70.4,UPI_WALLET,697
U100614,IN,61.36,CARD_PRESENT,1495
U100615,GB,122.09,CARD_NOT_PRESENT,416
U100616,GB,106.26,CARD_PRESENT,2314
U100617,IN,43.57,CARD_PRESENT,800
U100618,IN,89.81,CARD_PRESENT,1907
U100619,IN,60.0,CARD_NOT_PRESENT,1913
U100620,GB,117.07,UPI_WALLET,1376
U100621,IN,58.09,UPI_WALLET,302
U100622,BR,78.3,UPI_WALLET,700
U100623,IN,62.58,CARD_PRESENT,1530
U100624,RU,22.22,UPI_WALLET,1340
U100625,IN,229.02,CARD_PRESENT,1462
U100626,AE,89.13,CARD_NOT_PRESENT,624
U100627,IN,234.02,CARD_NOT_PRESENT,1345
U100628,US,91.9,CARD_PRESENT,214
U100629,AE,136.59,CARD_PRESENT,1211
U100630,NG,55.16,CARD_PRESENT,229
U100631,AE,56.17,CARD_PRESENT,1659
U100632,IN,85.77,WIRE_TRANSFER,1417
U100633,IN,232.71,CARD_PRESENT,2129
U100634,IN,44.73,CARD_NOT_PRESENT,1155
U100635,IN,18.16,WIRE_TRANSFER,405
U100636,US,168.26,CARD_NOT_PRESENT,588
U100637,GB,142.04,CARD_NOT_PRESENT,2035
U100638,GB,65.14,WIRE_TRANSFER,2395
U100639,SG,289.94,CARD_PRESENT,154
U100640,GB,297.76,CARD_PRESENT,1691
U100641,AE,20.99,CARD_NOT_PRESENT,1205
U100642,IN,54.21,CARD_NOT_PRESENT,645
U100643,IN,85.35,UPI_WALLET,1279
U100644,US,114.99,CARD_PRESENT,2339
U100645,SG,103.88,CARD_NOT_PRESENT,494
U100646,IN,88.9,UPI_WALLET,2092
U100647,IN,39.75,WIRE_TRANSFER,225
U100648,US,124.53,CARD_PRESENT,1801
U100649,IN,129.16,CARD_PRESENT,188
U100650,IN,160.78,WIRE_TRANSFER,152
U100651,SG,35.59,CARD_NOT_PRESENT,94
U100652,US,76.21,CARD_PRESENT,2012
U100653,IN,62.89,CARD_PRESENT,1434
U100654,SG,35.08,UPI_WALLET,1726
U100655,IN,75.37,CARD_NOT_PRESENT,389
U100656,SG,41.28,CARD_NOT_PRESENT,2303
U100657,IN,30.73,UPI_WALLET,2021
U100658,US,143.22,CARD_PRESENT,1222
U100659,IN,64.89,CARD_PRESENT,2247
U100660,IN,52.31,CARD_NOT_PRESENT,358
U100661,SG,186.13,UPI_WALLET,731
U100662,IN,131.68,CARD_PRESENT,122
U100663,IN,16.65,UPI_WALLET,412
U100664,IN,115.48,CARD_PRESENT,2103
U100665,GB,115.12,CARD_PRESENT,1024
U100666,AE,73.18,WIRE_TRANSFER,1613
U100667,BR,71.25,CARD_PRESENT,2204
U100668,IN,24.34,CARD_PRESENT,1910
U100669,IN,287.87,UPI_WALLET,1000
U100670,IN,75.16,CARD_NOT_PRESENT,871
U100671,US,111.39,CARD_NOT_PRESENT,271
U100672,BR,78.1,UPI_WALLET,2074
U100673,GB,52.95,CARD_PRESENT,2461
U100674,US,150.37,UPI_WALLET,1250
U100675,IN,97.94,CARD_PRESENT,1249
U100676,NG,75.61,CARD_PRESENT,2121
U100677,IN,110.6,UPI_WALLET,856
U100678,IN,83.17,CARD_PRESENT,1016
U100679,IN,244.04,UPI_WALLET,2234
U100680,IN,147.11,WIRE_TRANSFER,949
U100681,IN,122.65,UPI_WALLET,2318
U100682,IN,26.72,CARD_PRESENT,404
U100683,IN,125.45,CARD_PRESENT,1242
U100684,US,123.42,UPI_WALLET,1224
U100685,IN,41.84,CARD_NOT_PRESENT,767
U100686,IN,26.23,UPI_WALLET,2407
U100687,RU,143.26,UPI_WALLET,1207
U100688,GB,154.87,CARD_PRESENT,2197
U100689,IN,56.39,CARD_PRESENT,548
U100690,IN,54.56,CARD_NOT_PRESENT,873
U100691,SG,96.81,CARD_NOT_PRESENT,1196
U100692,IN,64.74,CARD_PRESENT,1410
U100693,IN,25.78,CARD_NOT_PRESENT,574
U100694,SG,41.48,UPI_WALLET,783
U100695,IN,108.72,CARD_NOT_PRESENT,1555
U100696,GB,43.27,CARD_PRESENT,696
U100697,US,159.88,UPI_WALLET,1899
U100698,US,122.13,UPI_WALLET,1193
U100699,IN,111.61,WIRE_TRANSFER,2423
U100700,IN,95.46,CARD_PRESENT,595
U100701,IN,51.21,UPI_WALLET,2106
U100702,IN,133.14,UPI_WALLET,1225
U100703,SG,50.14,UPI_WALLET,216
U100704,IN,165.59,CARD_PRESENT,1763
U100705,US,220.49,CARD_PRESENT,529
U100706,AE,97.55,CARD_NOT_PRESENT,347
U100707,AE,202.45,CARD_PRESENT,1329
U100708,IN,41.92,CARD_PRESENT,1964
U100709,IN,123.02,WIRE_TRANSFER,644
U100710,BR,87.39,CARD_PRESENT,1557
U100711,US,144.84,WIRE_TRANSFER,36
U100712,AE,17.42,CARD_NOT_PRESENT,462
U100713,SG,139.36,UPI_WALLET,1887
U100714,AE,54.83,CARD_PRESENT,33
U100715,IN,90.34,CARD_NOT_PRESENT,895
U100716,US,284.81,CARD_NOT_PRESENT,1270
U100717,IN,125.71,WIRE_TRANSFER,166
U100718,US,115.16,CARD_PRESENT,2446
U100719,RU,109.09,CARD_PRESENT,1272
U100720,IN,176.65,WIRE_TRANSFER,847
U100721,IN,148.03,CARD_PRESENT,2443
U100722,IN,109.89,CARD_NOT_PRESENT,1396
U100723,RU,101.1,CARD_PRESENT,1696
U100724,IN,96.68,CARD_PRESENT,226
U100725,IN,84.15,CARD_NOT_PRESENT,397
U100726,IN,35.13,CARD_NOT_PRESENT,113
U100727,IN,123.97,CARD_NOT_PRESENT,1286
U100728,IN,58.84,CARD_NOT_PRESENT,2091
U100729,IN,77.32,UPI_WALLET,2254
U100730,IN,154.47,WIRE_TRANSFER,1436
U100731,IN,85.51,CARD_PRESENT,136
U100732,IN,81.04,CARD_PRESENT,1565
U100733,IN,97.75,CARD_PRESENT,1595
U100734,IN,70.62,UPI_WALLET,1493
U100735,US,281.01,CARD_PRESENT,1803
U100736,IN,257.25,UPI_WALLET,1393
U100737,IN,253.08,CARD_NOT_PRESENT,1760
U100738,IN,109.33,CARD_NOT_PRESENT,1216
U100739,IN,56.18,UPI_WALLET,376
U100740,IN,157.13,CARD_NOT_PRESENT,200
U100741,IN,71.0,CARD_NOT_PRESENT,2268
U100742,SG,165.99,CARD_PRESENT,1103
U100743,IN,54.3,CARD_NOT_PRESENT,806
U100744,IN,114.55,CARD_PRESENT,733
U100745,IN,180.99,UPI_WALLET,130
U100746,IN,73.79,CARD_NOT_PRESENT,2362
U100747,IN,73.6,CARD_PRESENT,208
U100748,AE,28.38,CARD_PRESENT,548
U100749,AE,55.51,CARD_NOT_PRESENT,1144
U100750,IN,107.93,WIRE_TRANSFER,895
U100751,IN,118.87,CARD_PRESENT,100
U100752,IN,130.34,CARD_PRESENT,823
U100753,IN,20.54,CARD_NOT_PRESENT,1949
U100754,US,71.24,WIRE_TRANSFER,627
U100755,IN,31.08,UPI_WALLET,2164
U100756,IN,104.38,CARD_PRESENT,901
U100757,NG,24.37,CARD_NOT_PRESENT,34
U100758,IN,38.38,UPI_WALLET,273
U100759,IN,146.42,UPI_WALLET,2025
U100760,GB,60.21,CARD_NOT_PRESENT,1014
U100761,IN,203.53,UPI_WALLET,2453
U100762,IN,132.55,CARD_NOT_PRESENT,1972
U100763,IN,74.08,CARD_PRESENT,76
U100764,NG,161.33,CARD_PRESENT,781
U100765,IN,78.5,CARD_NOT_PRESENT,1812
U100766,IN,141.12,CARD_PRESENT,158
U100767,IN,53.55,CARD_NOT_PRESENT,2497
U100768,IN,167.31,UPI_WALLET,416
U100769,US,26.23,UPI_WALLET,1992
U100770,IN,38.34,CARD_PRESENT,2101
U100771,US,43.5,CARD_PRESENT,1263
U100772,US,57.73,UPI_WALLET,2009
U100773,AE,110.48,CARD_NOT_PRESENT,2212
U100774,IN,88.65,CARD_PRESENT,1836
U100775,SG,142.16,UPI_WALLET,1770
U100776,US,182.58,CARD_PRESENT,972
U100777,IN,23.98,CARD_PRESENT,731
U100778,GB,196.52,UPI_WALLET,2169
U100779,SG,77.31,CARD_NOT_PRESENT,561
U100780,IN,250.04,CARD_NOT_PRESENT,1036
U100781,NG,51.83,UPI_WALLET,1281
U100782,IN,18.76,WIRE_TRANSFER,977
U100783,US,133.52,CARD_PRESENT,933
U100784,BR,128.2,CARD_NOT_PRESENT,1498
U100785,IN,39.12,CARD_PRESENT,824
U100786,AE,42.18,CARD_NOT_PRESENT,2471
U100787,IN,149.01,CARD_NOT_PRESENT,445
U100788,AE,113.99,CARD_NOT_PRESENT,973
U100789,US,72.02,CARD_PRESENT,2113
U100790,IN,121.62,UPI_WALLET,1189
U100791,IN,106.66,CARD_NOT_PRESENT,1762
U100792,IN,45.62,UPI_WALLET,1617
U100793,IN,156.16,CARD_NOT_PRESENT,828
U100794,IN,137.34,UPI_WALLET,1860
U100795,IN,90.02,CARD_NOT_PRESENT,594
U100796,IN,149.07,CARD_NOT_PRESENT,1874
U100797,IN,269.49,UPI_WALLET,321
U100798,GB,41.8,UPI_WALLET,1735
U100799,GB,74.3,CARD_NOT_PRESENT,282
U100800,GB,76.88,CARD_NOT_PRESENT,2172
U100801,IN,146.99,CARD_NOT_PRESENT,1564
U100802,SG,57.22,CARD_NOT_PRESENT,102
U100803,US,141.78,CARD_NOT_PRESENT,272
U100804,IN,62.19,UPI_WALLET,469
U100805,IN,38.2,CARD_NOT_PRESENT,2400
U100806,US,93.64,CARD_NOT_PRESENT,1474
U100807,IN,61.22,CARD_NOT_PRESENT,698
U100808,IN,99.97,WIRE_TRANSFER,692
U100809,BR,116.25,CARD_PRESENT,65
U100810,IN,25.41,CARD_PRESENT,508
U100811,IN,66.36,CARD_PRESENT,2138
U100812,BR,93.69,UPI_WALLET,1497
U100813,US,149.47,CARD_NOT_PRESENT,919
U100814,IN,137.99,CARD_NOT_PRESENT,54
U100815,SG,48.55,CARD_PRESENT,858
U100816,SG,79.52,UPI_WALLET,957
U100817,IN,120.21,CARD_NOT_PRESENT,297
U100818,US,75.77,CARD_NOT_PRESENT,1518
U100819,IN,52.09,CARD_PRESENT,1651
U100820,IN,86.36,CARD_PRESENT,2495
U100821,US,112.93,CARD_PRESENT,897
U100822,IN,45.14,CARD_NOT_PRESENT,690
U100823,US,128.73,CARD_NOT_PRESENT,2057
U100824,AE,97.42,CARD_PRESENT,876
U100825,IN,131.74,CARD_PRESENT,1576
U100826,US,85.06,CARD_PRESENT,1844
U100827,IN,244.63,CARD_NOT_PRESENT,2199
U100828,SG,111.51,CARD_PRESENT,797
U100829,IN,141.38,CARD_PRESENT,1556
U100830,US,128.39,CARD_PRESENT,328
U100831,US,78.81,UPI_WALLET,1948
U100832,IN,105.07,WIRE_TRANSFER,113
U100833,US,58.19,CARD_NOT_PRESENT,1741
U100834,GB,233.73,CARD_PRESENT,523
U100835,US,119.62,WIRE_TRANSFER,1157
U100836,GB,49.87,WIRE_TRANSFER,191
U100837,BR,201.38,CARD_NOT_PRESENT,1721
U100838,IN,81.59,CARD_PRESENT,1205
U100839,IN,154.16,UPI_WALLET,1659
U100840,IN,24.87,WIRE_TRANSFER,869
U100841,AE,178.87,UPI_WALLET,17
U100842,IN,116.46,CARD_NOT_PRESENT,1452
U100843,IN,46.99,CARD_NOT_PRESENT,1746
U100844,IN,115.15,WIRE_TRANSFER,1662
U100845,SG,219.33,CARD_PRESENT,656
U100846,IN,59.43,CARD_PRESENT,1791
U100847,US,58.86,UPI_WALLET,1355
U100848,IN,78.0,CARD_PRESENT,526
U100849,RU,93.11,CARD_NOT_PRESENT,279
U100850,IN,160.57,CARD_PRESENT,813
U100851,IN,120.66,CARD_PRESENT,58
U100852,SG,77.95,CARD_PRESENT,1790
U100853,NG,108.04,CARD_NOT_PRESENT,38
U100854,IN,241.61,CARD_NOT_PRESENT,122
U100855,IN,134.22,CARD_NOT_PRESENT,396
U100856,GB,83.71,CARD_PRESENT,815
U100857,SG,76.4,WIRE_TRANSFER,50
U100858,IN,103.91,CARD_NOT_PRESENT,1575
U100859,IN,159.33,WIRE_TRANSFER,331
U100860,GB,53.61,CARD_NOT_PRESENT,2008
U100861,GB,145.88,CARD_PRESENT,1398
U100862,AE,82.58,UPI_WALLET,209
U100863,US,90.96,UPI_WALLET,1001
U100864,IN,361.12,CARD_PRESENT,351
U100865,SG,136.68,CARD_NOT_PRESENT,2451
U100866,SG,62.58,UPI_WALLET,1481
U100867,AE,116.24,CARD_PRESENT,2021
U100868,IN,164.35,CARD_NOT_PRESENT,936
U100869,IN,137.63,CARD_PRESENT,367
U100870,GB,16.34,CARD_PRESENT,588
U100871,IN,88.47,UPI_WALLET,1042
U100872,RU,119.52,CARD_NOT_PRESENT,1926
U100873,IN,113.42,UPI_WALLET,1077
U100874,GB,66.15,UPI_WALLET,2321
U100875,SG,139.12,WIRE_TRANSFER,905
U100876,IN,179.35,CARD_NOT_PRESENT,583
U100877,IN,26.04,CARD_NOT_PRESENT,1239
U100878,US,24.19,CARD_PRESENT,278
U100879,US,115.58,CARD_NOT_PRESENT,1675
U100880,IN,146.41,CARD_NOT_PRESENT,253
U100881,US,59.6,UPI_WALLET,1602
U100882,NG,17.11,CARD_NOT_PRESENT,956
U100883,IN,89.45,CARD_PRESENT,893
U100884,IN,114.51,UPI_WALLET,1527
U100885,IN,73.77,UPI_WALLET,1762
U100886,IN,166.89,CARD_NOT_PRESENT,2322
U100887,IN,110.08,UPI_WALLET,724
U100888,IN,55.18,CARD_NOT_PRESENT,2030
U100889,US,59.28,UPI_WALLET,2088
U100890,IN,90.75,CARD_NOT_PRESENT,2489
U100891,RU,70.4,CARD_NOT_PRESENT,2410
U100892,IN,23.01,CARD_PRESENT,1976
U100893,IN,104.06,CARD_PRESENT,737
U100894,GB,60.38,UPI_WALLET,1736
U100895,SG,67.75,CARD_NOT_PRESENT,1961
U100896,IN,41.52,CARD_PRESENT,729
U100897,IN,222.85,CARD_PRESENT,2033
U100898,IN,131.61,CARD_NOT_PRESENT,1755
U100899,IN,256.82,UPI_WALLET,1227
U100900,IN,73.52,CARD_NOT_PRESENT,2154
U100901,IN,136.37,UPI_WALLET,220
U100902,IN,105.24,UPI_WALLET,1710
U100903,IN,56.72,CARD_PRESENT,1965
U100904,RU,73.01,UPI_WALLET,101
U100905,US,131.46,CARD_PRESENT,1019
U100906,IN,41.48,CARD_NOT_PRESENT,1293
U100907,IN,167.92,CARD_PRESENT,520
U100908,IN,99.67,CARD_PRESENT,2198
U100909,IN,154.39,CARD_PRESENT,1566
U100910,GB,114.81,CARD_PRESENT,688
U100911,SG,26.2,UPI_WALLET,1092
U100912,SG,88.51,CARD_NOT_PRESENT,280
U100913,BR,170.19,WIRE_TRANSFER,219
U100914,BR,98.72,CARD_NOT_PRESENT,1866
U100915,RU,90.03,CARD_NOT_PRESENT,2459
U100916,IN,98.65,CARD_PRESENT,692
U100917,IN,21.62,CARD_NOT_PRESENT,612
U100918,IN,181.13,CARD_NOT_PRESENT,1710
U100919,US,13.92,WIRE_TRANSFER,1277
U100920,IN,204.6,WIRE_TRANSFER,349
U100921,AE,69.98,CARD_PRESENT,1668
U100922,US,119.99,CARD_NOT_PRESENT,525
U100923,IN,20.17,CARD_NOT_PRESENT,288
U100924,IN,145.42,CARD_NOT_PRESENT,1161
U100925,IN,130.23,CARD_PRESENT,1848
U100926,IN,125.25,UPI_WALLET,1303
U100927,SG,19.46,UPI_WALLET,1621
U100928,US,51.39,CARD_PRESENT,595
U100929,GB,115.19,CARD_NOT_PRESENT,1234
U100930,IN,178.1,CARD_PRESENT,1782
U100931,IN,45.97,WIRE_TRANSFER,1321
U100932,IN,46.91,CARD_PRESENT,599
U100933,GB,110.38,CARD_PRESENT,2387
U100934,GB,341.56,CARD_PRESENT,169
U100935,IN,57.44,UPI_WALLET,2277
U100936,NG,69.4,UPI_WALLET,1811
U100937,IN,62.47,CARD_PRESENT,280
U100938,SG,82.71,CARD_PRESENT,638
U100939,IN,186.87,UPI_WALLET,922
U100940,IN,85.7,CARD_NOT_PRESENT,2394
U100941,AE,361.68,CARD_PRESENT,1292
U100942,IN,96.39,WIRE_TRANSFER,645
U100943,IN,198.07,CARD_PRESENT,2300
U100944,IN,73.02,CARD_NOT_PRESENT,295
U100945,IN,35.21,CARD_PRESENT,2041
U100946,GB,85.61,UPI_WALLET,2076
U100947,SG,126.45,UPI_WALLET,966
U100948,SG,51.72,CARD_NOT_PRESENT,108
U100949,IN,179.05,UPI_WALLET,2215
U100950,IN,64.62,WIRE_TRANSFER,2418
U100951,IN,41.53,UPI_WALLET,946
U100952,IN,320.52,CARD_NOT_PRESENT,465
U100953,IN,49.77,CARD_NOT_PRESENT,678
U100954,NG,63.29,UPI_WALLET,341
U100955,SG,139.89,CARD_PRESENT,1525
U100956,GB,71.3,CARD_PRESENT,1296
U100957,IN,42.67,CARD_PRESENT,890
U100958,IN,58.95,UPI_WALLET,1627
U100959,IN,267.3,CARD_PRESENT,1556
U100960,IN,129.34,CARD_PRESENT,29
U100961,IN,145.88,CARD_NOT_PRESENT,1024
U100962,IN,106.9,CARD_PRESENT,2158
U100963,IN,118.94,CARD_PRESENT,1989
U100964,RU,67.6,CARD_NOT_PRESENT,2137
U100965,IN,98.32,CARD_PRESENT,2385
U100966,RU,18.14,WIRE_TRANSFER,154
U100967,IN,163.43,CARD_PRESENT,676
U100968,US,67.17,UPI_WALLET,1149
U100969,IN,37.59,CARD_NOT_PRESENT,1275
U100970,IN,102.06,CARD_PRESENT,1965
U100971,IN,78.7,CARD_PRESENT,1811
U100972,IN,159.8,CARD_NOT_PRESENT,1765
U100973,NG,86.89,CARD_NOT_PRESENT,397
U100974,IN,58.04,CARD_PRESENT,1694
U100975,US,88.31,WIRE_TRANSFER,1989
U100976,IN,212.18,CARD_NOT_PRESENT,1880
U100977,IN,163.13,WIRE_TRANSFER,1457
U100978,IN,129.12,CARD_PRESENT,221
U100979,IN,167.57,CARD_PRESENT,375
U100980,BR,135.52,CARD_NOT_PRESENT,1858
U100981,AE,47.16,CARD_PRESENT,2170
U100982,GB,146.63,CARD_PRESENT,2063
U100983,IN,180.08,CARD_PRESENT,1067
U100984,IN,186.4,CARD_PRESENT,1468
U100985,NG,40.01,UPI_WALLET,442
U100986,IN,63.42,CARD_PRESENT,1479
U100987,IN,56.91,WIRE_TRANSFER,489
U100988,IN,72.54,CARD_PRESENT,1987
U100989,AE,120.63,CARD_NOT_PRESENT,1963
U100990,US,100.37,CARD_NOT_PRESENT,128
U100991,GB,100.39,CARD_NOT_PRESENT,2339
U100992,AE,32.34,UPI_WALLET,1990
U100993,IN,61.76,UPI_WALLET,946
U100994,NG,194.96,CARD_PRESENT,1128
U100995,IN,179.59,CARD_NOT_PRESENT,197
U100996,US,85.9,UPI_WALLET,2340
U100997,IN,146.88,CARD_PRESENT,252
U100998,BR,113.73,CARD_NOT_PRESENT,2306
U100999,IN,157.12,CARD_PRESENT,1636
U101000,IN,150.95,CARD_NOT_PRESENT,2296
U101001,IN,90.59,CARD_NOT_PRESENT,927
U101002,IN,129.63,CARD_NOT_PRESENT,2239
U101003,IN,118.59,UPI_WALLET,1065
U101004,US,92.2,CARD_NOT_PRESENT,875
U101005,IN,79.42,WIRE_TRANSFER,843
U101006,NG,245.1,UPI_WALLET,2379
U101007,IN,92.28,CARD_NOT_PRESENT,1164
U101008,GB,141.21,CARD_NOT_PRESENT,1196
U101009,IN,233.69,CARD_NOT_PRESENT,1609
U101010,US,129.49,UPI_WALLET,1390
U101011,US,125.83,CARD_PRESENT,1353
U101012,IN,92.63,WIRE_TRANSFER,948
U101013,RU,119.96,CARD_NOT_PRESENT,411
U101014,IN,74.96,CARD_NOT_PRESENT,2486
U101015,IN,390.15,CARD_NOT_PRESENT,1228
U101016,US,32.92,CARD_NOT_PRESENT,2430
U101017,AE,82.81,UPI_WALLET,1152
U101018,IN,130.85,UPI_WALLET,1498
U101019,IN,125.9,CARD_PRESENT,1364
U101020,SG,74.87,CARD_NOT_PRESENT,2414
U101021,GB,24.4,CARD_NOT_PRESENT,277
U101022,BR,37.19,CARD_NOT_PRESENT,1294
U101023,IN,105.01,CARD_NOT_PRESENT,384
U101024,US,19.06,CARD_PRESENT,2170
U101025,IN,136.73,UPI_WALLET,1326
U101026,NG,189.03,CARD_NOT_PRESENT,2307
U101027,IN,152.25,CARD_NOT_PRESENT,689
U101028,GB,171.4,UPI_WALLET,408
U101029,IN,19.66,UPI_WALLET,1572
U101030,US,76.92,UPI_WALLET,365
U101031,GB,44.49,CARD_PRESENT,932
U101032,IN,27.71,CARD_PRESENT,785
U101033,SG,66.27,UPI_WALLET,552
U101034,IN,230.17,CARD_PRESENT,327
U101035,US,269.34,CARD_PRESENT,1641
U101036,IN,48.86,CARD_PRESENT,1895
U101037,IN,96.66,CARD_PRESENT,985
U101038,IN,118.87,WIRE_TRANSFER,703
U101039,IN,77.3,CARD_PRESENT,394
U101040,IN,197.45,CARD_PRESENT,1692
U101041,US,66.98,WIRE_TRANSFER,2022
U101042,US,59.35,WIRE_TRANSFER,1370
U101043,US,50.8,CARD_PRESENT,1079
U101044,IN,76.93,UPI_WALLET,1621
U101045,IN,10.19,CARD_PRESENT,2287
U101046,IN,79.47,UPI_WALLET,2474
U101047,GB,100.62,CARD_PRESENT,484
U101048,SG,104.84,CARD_NOT_PRESENT,1192
U101049,IN,42.5,CARD_PRESENT,2190
U101050,US,103.53,UPI_WALLET,1582
U101051,IN,102.12,CARD_PRESENT,2039
U101052,IN,103.61,CARD_NOT_PRESENT,2489
U101053,IN,154.11,UPI_WALLET,260
U101054,IN,41.18,CARD_PRESENT,1531
U101055,US,77.94,UPI_WALLET,1329
U101056,NG,23.12,CARD_NOT_PRESENT,712
U101057,IN,145.21,CARD_PRESENT,1634
U101058,IN,46.15,CARD_PRESENT,260
U101059,GB,169.18,CARD_PRESENT,1239
U101060,RU,172.91,CARD_PRESENT,1037
U101061,US,83.24,CARD_NOT_PRESENT,976
U101062,IN,80.3,CARD_NOT_PRESENT,1535
U101063,US,30.71,CARD_NOT_PRESENT,2359
U101064,IN,94.59,CARD_NOT_PRESENT,2368
U101065,RU,153.27,UPI_WALLET,1752
U101066,IN,112.17,CARD_PRESENT,828
U101067,US,212.27,CARD_NOT_PRESENT,2414
U101068,IN,71.78,UPI_WALLET,2495
U101069,IN,71.72,CARD_PRESENT,2115
U101070,SG,48.5,CARD_NOT_PRESENT,2182
U101071,US,300.25,WIRE_TRANSFER,2043
U101072,IN,30.49,CARD_NOT_PRESENT,1900
U101073,NG,146.36,WIRE_TRANSFER,1814
U101074,SG,155.26,CARD_PRESENT,1596
U101075,IN,151.12,CARD_NOT_PRESENT,1615
U101076,IN,51.53,CARD_PRESENT,975
U101077,IN,83.21,CARD_PRESENT,2217
U101078,US,133.27,WIRE_TRANSFER,1586
U101079,IN,60.13,CARD_PRESENT,1533
U101080,IN,75.43,WIRE_TRANSFER,1854
U101081,NG,60.88,UPI_WALLET,189
U101082,NG,98.93,WIRE_TRANSFER,2297
U101083,AE,94.66,WIRE_TRANSFER,1456
U101084,RU,235.9,CARD_NOT_PRESENT,2361
U101085,GB,135.14,WIRE_TRANSFER,257
U101086,GB,36.18,UPI_WALLET,584
U101087,GB,38.43,CARD_NOT_PRESENT,2373
U101088,IN,148.01,UPI_WALLET,1732
U101089,IN,93.98,CARD_PRESENT,1617
U101090,IN,289.34,CARD_PRESENT,1011
U101091,US,288.84,CARD_PRESENT,1389
U101092,IN,48.3,CARD_NOT_PRESENT,1366
U101093,IN,113.29,CARD_PRESENT,495
U101094,US,38.79,CARD_NOT_PRESENT,1416
U101095,IN,146.43,UPI_WALLET,1289
U101096,IN,256.92,UPI_WALLET,783
U101097,AE,103.18,UPI_WALLET,856
U101098,SG,70.04,WIRE_TRANSFER,1919
U101099,IN,120.91,UPI_WALLET,1688
U101100,IN,165.85,CARD_NOT_PRESENT,1175
U101101,IN,166.56,CARD_PRESENT,1511
U101102,AE,70.58,WIRE_TRANSFER,603
U101103,AE,59.06,CARD_PRESENT,1248
U101104,IN,109.35,CARD_PRESENT,1404
U101105,GB,73.89,CARD_PRESENT,632
U101106,IN,197.49,CARD_NOT_PRESENT,424
U101107,IN,73.28,UPI_WALLET,1314
U101108,BR,98.29,CARD_PRESENT,2352
U101109,IN,118.97,UPI_WALLET,1154
U101110,IN,31.35,CARD_PRESENT,2253
U101111,IN,62.66,CARD_PRESENT,2128
U101112,US,281.51,CARD_PRESENT,1862
U101113,NG,161.46,CARD_PRESENT,2235
U101114,BR,72.6,UPI_WALLET,1028
U101115,IN,146.81,CARD_PRESENT,1898
U101116,IN,195.47,CARD_PRESENT,362
U101117,AE,80.58,CARD_PRESENT,799
U101118,IN,156.63,UPI_WALLET,1416
U101119,SG,142.87,WIRE_TRANSFER,96
U101120,US,39.28,UPI_WALLET,1913
U101121,IN,80.89,CARD_NOT_PRESENT,2313
U101122,AE,239.76,WIRE_TRANSFER,264
U101123,IN,276.58,CARD_PRESENT,2480
U101124,IN,162.3,CARD_PRESENT,221
U101125,US,61.17,CARD_NOT_PRESENT,318
U101126,IN,15.33,CARD_PRESENT,1906
U101127,US,55.4,CARD_NOT_PRESENT,1714
U101128,US,35.33,CARD_NOT_PRESENT,2340
U101129,BR,250.76,CARD_PRESENT,1063
U101130,BR,22.68,CARD_NOT_PRESENT,1431
U101131,IN,40.1,CARD_NOT_PRESENT,372
U101132,IN,107.88,CARD_PRESENT,1729
